transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
63.0,2025/01/01,09:40:13,1.0,5.0,Lower Manhattan,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
64.0,2025/01/01,09:41:22,2.0,5.0,Lower Manhattan,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
65.0,2025/01/01,09:41:22,1.0,5.0,Lower Manhattan,79.0,3.75,Bakery,Scone,Jumbo Savory Scone
66.0,2025/01/01,09:44:20,2.0,5.0,Lower Manhattan,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
67.0,2025/01/01,09:44:46,1.0,5.0,Lower Manhattan,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
68.0,2025/01/01,09:46:46,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
70.0,2025/01/01,09:50:44,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
71.0,2025/01/01,09:50:44,1.0,5.0,Lower Manhattan,69.0,3.25,Bakery,Biscotti,Hazelnut Biscotti
72.0,2025/01/01,09:52:58,1.0,5.0,Lower Manhattan,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
77.0,2025/01/01,09:54:46,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
78.0,2025/01/01,09:55:16,2.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
82.0,2025/01/01,10:14:49,1.0,5.0,Lower Manhattan,26.0,3.0,Coffee,Organic brewed coffee,Brazilian Rg
83.0,2025/01/01,10:14:49,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
84.0,2025/01/01,10:16:30,2.0,5.0,Lower Manhattan,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
87.0,2025/01/01,10:18:52,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
88.0,2025/01/01,10:19:42,2.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
91.0,2025/01/01,10:25:45,2.0,5.0,Lower Manhattan,58.0,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
92.0,2025/01/01,10:25:45,1.0,5.0,Lower Manhattan,74.0,3.5,Bakery,Biscotti,Ginger Biscotti
94.0,2025/01/01,10:30:07,1.0,5.0,Lower Manhattan,35.0,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
95.0,2025/01/01,10:30:07,1.0,5.0,Lower Manhattan,70.0,3.25,Bakery,Scone,Cranberry Scone
97.0,2025/01/01,10:41:53,1.0,5.0,Lower Manhattan,59.0,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98.0,2025/01/01,10:47:53,2.0,5.0,Lower Manhattan,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
100.0,2025/01/01,10:49:51,2.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
101.0,2025/01/01,10:51:17,1.0,5.0,Lower Manhattan,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
104.0,2025/01/01,10:56:14,1.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
105.0,2025/01/01,10:56:14,1.0,5.0,Lower Manhattan,76.0,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
109.0,2025/01/01,11:03:25,2.0,5.0,Lower Manhattan,47.0,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
110.0,2025/01/01,11:03:25,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
121.0,2025/01/01,11:21:04,2.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
124.0,2025/01/01,11:23:43,2.0,5.0,Lower Manhattan,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
125.0,2025/01/01,11:23:43,1.0,5.0,Lower Manhattan,77.0,3.0,Bakery,Scone,Oatmeal Scone
127.0,2025/01/01,11:25:37,2.0,5.0,Lower Manhattan,40.0,3.75,Coffee,Barista Espresso,Cappuccino
130.0,2025/01/01,11:29:25,2.0,5.0,Lower Manhattan,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
135.0,2025/01/01,11:31:43,2.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
136.0,2025/01/01,11:31:43,1.0,5.0,Lower Manhattan,72.0,3.25,Bakery,Scone,Ginger Scone
137.0,2025/01/01,11:31:53,2.0,5.0,Lower Manhattan,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
138.0,2025/01/01,11:31:53,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
139.0,2025/01/01,11:39:14,1.0,5.0,Lower Manhattan,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
140.0,2025/01/01,11:39:14,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
143.0,2025/01/01,11:44:09,1.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
150.0,2025/01/01,11:50:58,2.0,5.0,Lower Manhattan,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
152.0,2025/01/01,11:52:31,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
166.0,2025/01/01,12:06:29,1.0,5.0,Lower Manhattan,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
168.0,2025/01/01,12:08:21,1.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
172.0,2025/01/01,12:13:07,2.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
175.0,2025/01/01,12:18:07,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
179.0,2025/01/01,12:27:06,2.0,5.0,Lower Manhattan,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
184.0,2025/01/01,12:35:53,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
201.0,2025/01/01,12:51:57,1.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
202.0,2025/01/01,12:51:57,1.0,5.0,Lower Manhattan,72.0,3.25,Bakery,Scone,Ginger Scone
203.0,2025/01/01,12:52:18,1.0,5.0,Lower Manhattan,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
204.0,2025/01/01,12:52:18,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
208.0,2025/01/01,12:55:27,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
209.0,2025/01/01,12:55:27,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
216.0,2025/01/01,13:00:38,2.0,5.0,Lower Manhattan,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
217.0,2025/01/01,13:01:33,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
228.0,2025/01/01,13:07:37,2.0,5.0,Lower Manhattan,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
230.0,2025/01/01,13:12:03,2.0,5.0,Lower Manhattan,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
231.0,2025/01/01,13:13:09,1.0,5.0,Lower Manhattan,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
241.0,2025/01/01,13:22:11,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
244.0,2025/01/01,13:24:29,2.0,5.0,Lower Manhattan,60.0,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
245.0,2025/01/01,13:30:49,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
246.0,2025/01/01,13:32:07,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
247.0,2025/01/01,13:32:34,1.0,5.0,Lower Manhattan,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
251.0,2025/01/01,13:39:41,1.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
255.0,2025/01/01,13:42:49,1.0,5.0,Lower Manhattan,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
256.0,2025/01/01,13:42:58,1.0,5.0,Lower Manhattan,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
257.0,2025/01/01,13:42:58,1.0,5.0,Lower Manhattan,72.0,3.25,Bakery,Scone,Ginger Scone
260.0,2025/01/01,13:43:41,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
264.0,2025/01/01,13:50:09,1.0,5.0,Lower Manhattan,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
270.0,2025/01/01,13:55:04,1.0,5.0,Lower Manhattan,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
274.0,2025/01/01,13:57:34,2.0,5.0,Lower Manhattan,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
275.0,2025/01/01,13:57:34,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
277.0,2025/01/01,13:58:11,1.0,5.0,Lower Manhattan,34.0,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
278.0,2025/01/01,13:59:58,2.0,5.0,Lower Manhattan,39.0,4.25,Coffee,Barista Espresso,Latte Rg
279.0,2025/01/01,14:03:34,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
280.0,2025/01/01,14:03:34,1.0,5.0,Lower Manhattan,69.0,3.25,Bakery,Biscotti,Hazelnut Biscotti
287.0,2025/01/01,14:13:28,2.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
288.0,2025/01/01,14:19:57,2.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
292.0,2025/01/01,14:22:38,2.0,5.0,Lower Manhattan,39.0,4.25,Coffee,Barista Espresso,Latte Rg
298.0,2025/01/01,14:25:39,2.0,5.0,Lower Manhattan,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
300.0,2025/01/01,14:29:05,2.0,5.0,Lower Manhattan,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
301.0,2025/01/01,14:29:50,2.0,5.0,Lower Manhattan,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
302.0,2025/01/01,14:29:50,1.0,5.0,Lower Manhattan,78.0,4.5,Bakery,Scone,Scottish Cream Scone 
304.0,2025/01/01,14:30:58,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
305.0,2025/01/01,14:31:26,1.0,5.0,Lower Manhattan,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
307.0,2025/01/01,14:32:42,2.0,5.0,Lower Manhattan,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
311.0,2025/01/01,14:36:35,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
312.0,2025/01/01,14:37:48,1.0,5.0,Lower Manhattan,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
313.0,2025/01/01,14:39:06,1.0,5.0,Lower Manhattan,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
315.0,2025/01/01,14:42:39,2.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
322.0,2025/01/01,14:51:19,2.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
328.0,2025/01/01,15:06:27,2.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
332.0,2025/01/01,15:10:10,1.0,5.0,Lower Manhattan,40.0,3.75,Coffee,Barista Espresso,Cappuccino
333.0,2025/01/01,15:10:10,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
337.0,2025/01/01,15:16:37,2.0,5.0,Lower Manhattan,38.0,3.75,Coffee,Barista Espresso,Latte
343.0,2025/01/01,15:25:09,2.0,5.0,Lower Manhattan,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
346.0,2025/01/01,15:28:54,1.0,5.0,Lower Manhattan,43.0,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
351.0,2025/01/01,15:30:58,1.0,5.0,Lower Manhattan,34.0,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
353.0,2025/01/01,15:33:36,2.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
354.0,2025/01/01,15:33:36,1.0,5.0,Lower Manhattan,74.0,3.5,Bakery,Biscotti,Ginger Biscotti
357.0,2025/01/01,15:36:59,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
361.0,2025/01/01,15:46:34,2.0,5.0,Lower Manhattan,40.0,3.75,Coffee,Barista Espresso,Cappuccino
363.0,2025/01/01,15:52:23,2.0,5.0,Lower Manhattan,39.0,4.25,Coffee,Barista Espresso,Latte Rg
364.0,2025/01/01,15:52:23,1.0,5.0,Lower Manhattan,69.0,3.25,Bakery,Biscotti,Hazelnut Biscotti
365.0,2025/01/01,15:53:55,2.0,5.0,Lower Manhattan,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
383.0,2025/01/01,16:19:26,2.0,5.0,Lower Manhattan,40.0,3.75,Coffee,Barista Espresso,Cappuccino
385.0,2025/01/01,16:22:07,1.0,5.0,Lower Manhattan,22.0,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
388.0,2025/01/01,16:27:42,1.0,5.0,Lower Manhattan,56.0,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
390.0,2025/01/01,16:28:57,1.0,5.0,Lower Manhattan,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
394.0,2025/01/01,16:35:11,1.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
398.0,2025/01/01,16:40:19,1.0,5.0,Lower Manhattan,46.0,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
399.0,2025/01/01,16:41:51,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
402.0,2025/01/01,16:47:05,1.0,5.0,Lower Manhattan,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
403.0,2025/01/01,16:47:05,1.0,5.0,Lower Manhattan,72.0,3.25,Bakery,Scone,Ginger Scone
404.0,2025/01/01,16:48:31,2.0,5.0,Lower Manhattan,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
405.0,2025/01/01,16:49:19,1.0,5.0,Lower Manhattan,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
406.0,2025/01/01,16:49:19,1.0,5.0,Lower Manhattan,71.0,3.75,Bakery,Pastry,Chocolate Croissant
409.0,2025/01/01,16:52:51,1.0,5.0,Lower Manhattan,50.0,2.5,Tea,Brewed Black tea,Earl Grey Rg
413.0,2025/01/01,17:01:03,2.0,5.0,Lower Manhattan,36.0,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
421.0,2025/01/01,17:13:17,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
426.0,2025/01/01,17:19:08,2.0,5.0,Lower Manhattan,34.0,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
427.0,2025/01/01,17:19:08,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
435.0,2025/01/01,17:23:03,1.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
440.0,2025/01/01,17:28:42,1.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
441.0,2025/01/01,17:28:42,1.0,5.0,Lower Manhattan,70.0,3.25,Bakery,Scone,Cranberry Scone
459.0,2025/01/01,17:50:19,1.0,5.0,Lower Manhattan,45.0,3.0,Tea,Brewed herbal tea,Peppermint Lg
464.0,2025/01/01,17:58:01,1.0,5.0,Lower Manhattan,39.0,4.25,Coffee,Barista Espresso,Latte Rg
469.0,2025/01/01,18:02:21,2.0,5.0,Lower Manhattan,49.0,3.0,Tea,Brewed Black tea,English Breakfast Lg
478.0,2025/01/01,18:13:32,2.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
483.0,2025/01/01,18:19:45,1.0,5.0,Lower Manhattan,52.0,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
484.0,2025/01/01,18:19:45,1.0,5.0,Lower Manhattan,76.0,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
487.0,2025/01/01,18:22:48,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
490.0,2025/01/01,18:23:34,2.0,5.0,Lower Manhattan,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
493.0,2025/01/01,18:27:08,2.0,5.0,Lower Manhattan,54.0,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
551.0,2025/01/02,07:01:59,1.0,5.0,Lower Manhattan,87.0,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
552.0,2025/01/02,07:12:05,1.0,5.0,Lower Manhattan,51.0,3.0,Tea,Brewed Black tea,Earl Grey Lg
553.0,2025/01/02,07:16:35,2.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
554.0,2025/01/02,07:16:46,1.0,5.0,Lower Manhattan,57.0,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
555.0,2025/01/02,07:16:46,1.0,5.0,Lower Manhattan,70.0,3.25,Bakery,Scone,Cranberry Scone
556.0,2025/01/02,07:22:08,2.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
557.0,2025/01/02,07:22:45,1.0,5.0,Lower Manhattan,42.0,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
558.0,2025/01/02,07:25:59,1.0,5.0,Lower Manhattan,24.0,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
559.0,2025/01/02,07:35:10,1.0,5.0,Lower Manhattan,53.0,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
560.0,2025/01/02,07:48:26,1.0,5.0,Lower Manhattan,41.0,4.25,Coffee,Barista Espresso,Cappuccino Lg
561.0,2025/01/02,07:48:26,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
562.0,2025/01/02,07:53:48,2.0,5.0,Lower Manhattan,27.0,3.5,Coffee,Organic brewed coffee,Brazilian Lg
563.0,2025/01/02,07:59:47,1.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
564.0,2025/01/02,07:59:47,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
568.0,2025/01/02,08:04:59,1.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
569.0,2025/01/02,08:09:46,1.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
570.0,2025/01/02,08:09:51,1.0,5.0,Lower Manhattan,61.0,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
574.0,2025/01/02,08:14:13,1.0,5.0,Lower Manhattan,55.0,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
578.0,2025/01/02,08:20:38,2.0,5.0,Lower Manhattan,44.0,2.5,Tea,Brewed herbal tea,Peppermint Rg
581.0,2025/01/02,08:25:22,1.0,5.0,Lower Manhattan,25.0,2.2,Coffee,Organic brewed coffee,Brazilian Sm
582.0,2025/01/02,08:26:13,2.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
584.0,2025/01/02,08:30:10,1.0,5.0,Lower Manhattan,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
589.0,2025/01/02,08:51:31,2.0,5.0,Lower Manhattan,32.0,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
590.0,2025/01/02,08:55:40,1.0,5.0,Lower Manhattan,28.0,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
593.0,2025/01/02,09:06:29,1.0,5.0,Lower Manhattan,33.0,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
594.0,2025/01/02,09:07:31,2.0,5.0,Lower Manhattan,37.0,3.0,Coffee,Barista Espresso,Espresso shot
600.0,2025/01/02,09:12:47,2.0,5.0,Lower Manhattan,31.0,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
601.0,2025/01/02,09:12:47,1.0,5.0,Lower Manhattan,75.0,3.5,Bakery,Pastry,Croissant
605.0,2025/01/02,09:25:27,1.0,5.0,Lower Manhattan,29.0,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
613.0,2025/01/02,09:40:52,1.0,5.0,Lower Manhattan,48.0,2.5,Tea,Brewed Black tea,English Breakfast Rg
614.0,2025/01/02,09:45:34,1.0,5.0,Lower Manhattan,30.0,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
618.0,2025/01/02,09:50:57,1.0,5.0,Lower Manhattan,23.0,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
